PROVINCIA,LOCALIDAD,LATITUD,LONGITUD,INAUGURACION,NORMA,NUMERO
Buenos Aires,25 de Mayo,-35.45213889,-60.17388889,9/3/1989,Decreto,325
Buenos Aires,9 de Julio,-35.47080556,-60.90519444,13/7/1982,Decreto,89
Buenos Aires,Adolfo Gonzalez Chaves,-38.03375,-60.09841667,21/7/2014,Decreto,1138
Buenos Aires,Adolfo Gonzalez Chaves,-38.03283333,-60.09852778,21/7/2014,Decreto,1138
Buenos Aires,Adrogue,-34.79519444,-58.39341667,22/7/2014,Decreto,1163
Buenos Aires,Alberdi,-34.43886111,-61.81163889,21/7/2014,Decreto,1138
Buenos Aires,Alberdi,-34.44875,-61.83,21/7/2014,Decreto,1138
Buenos Aires,Alberti,-35.03158333,-60.28025,21/7/2014,Decreto,1138
Buenos Aires,Alberti,-35.03158333,-60.28025,21/7/2014,Decreto,1138
Buenos Aires,Alem,-34.51375,-61.37861111,21/7/2014,Decreto,1138
Buenos Aires,Avellaneda,-34.65847222,-58.37077778,9/2/2001,Decreto,142
Buenos Aires,Avellaneda,-34.66216667,-58.36330556,10/9/1997,Ley,24875
Buenos Aires,Azul,-36.80788889,-59.82480556,21/7/2014,Decreto,1138
Buenos Aires,Azul,-36.77747222,-59.86341667,21/7/2014,Decreto,1138
Buenos Aires,Azul,-36.77383333,-59.85138889,21/7/2014,Decreto,1138
Buenos Aires,Azul,-36.77786111,-59.86394444,21/6/2011,Decreto,837
Buenos Aires,Bahia Blanca,-38.73002778,-62.27875,19/11/2014,Decreto,2181
Buenos Aires,Bahia Blanca,-38.89352778,-62.09761111,8/11/1961,Decreto,10525
Buenos Aires,Bahia Blanca,-38.71861111,-62.26708333,2/10/2008,Decreto,1592
Buenos Aires,Bahia Blanca,-38.71927778,-62.26797222,8/1/2001,Decreto,12
Buenos Aires,Bahia Blanca,-38.71844444,-62.268,24/10/1997,Decreto,1110
Buenos Aires,Bahia Blanca,-38.78725,-62.26616667,19/11/2014,Decreto,2181
Buenos Aires,Bahia Blanca,-38.75483333,-62.25480556,19/11/2014,Decreto,2181
Buenos Aires,Bahia Blanca,-38.72152778,-62.25455556,19/11/2014,Decreto,2181
Buenos Aires,Bahia Blanca,-38.72886111,-62.25872222,10/8/2004,Decreto,1020
Buenos Aires,Bahia Blanca,-38.72977778,-62.27625,19/11/2014,Decreto,2181
Buenos Aires,Bahia Blanca,-38.7185,-62.26466667,10/8/2004,Decreto,1020
Buenos Aires,Bahia Blanca,-38.72986111,-62.27711111,19/11/2014,Decreto,2181
Buenos Aires,Bahia Blanca,-38.70525,-62.24863889,26/5/1982,Decreto,1035
Buenos Aires,Bahia Blanca,-38.71833333,-62.26405556,10/8/2004,Decreto,1020
Buenos Aires,Bahia Blanca,-38.71766667,-62.26552778,10/8/2004,Decreto,1020
Buenos Aires,Bahia Blanca,-38.72772222,-62.27816667,19/11/2014,Decreto,2181
Buenos Aires,Bahia Blanca,-38.71497222,-62.25994444,21/6/2011,Decreto,837
Buenos Aires,Bahia Blanca - Ingeniero White,-38.78813889,-62.26216667,11/4/2002,Ley,25580
Buenos Aires,Balcarce,-37.83197222,-58.27338889,21/7/2014,Decreto,1138
Buenos Aires,Balcarce,-37.8465,-58.25552778,21/7/2014,Decreto,1138
Buenos Aires,Banfield,-34.74863889,-58.40608333,9/10/2007,Decreto,1380
Buenos Aires,Baradero,-33.80930556,-59.49294444,29/11/1950,Decreto,25403
Buenos Aires,Benito Juarez,-37.62175,-60.30966667,20/3/1997,Decreto,262
Buenos Aires,Berisso,-34.86083333,-57.88980556,27/6/2005,Decreto,735
Buenos Aires,Bernal,-34.70252778,-58.28713889,10/12/1945,Decreto,30838
Buenos Aires,Bolivar,-36.24363889,-61.12952778,13/7/1943,Decreto,2478
Buenos Aires,Cachari,-36.37697222,-59.50519444,21/7/2014,Decreto,1138
Buenos Aires,Cañuelas,-34.96144444,-58.64941667,20/3/1997,Decreto,262
Buenos Aires,Cañuelas,-35.03547222,-58.66705556,14/8/1979,Decreto,2015
Buenos Aires,Capilla del Señor,-34.28719444,-59.10183333,21/9/1994,Decreto,1648
Buenos Aires,Carhue,-37.16905556,-62.78136111,21/7/2014,Decreto,1138
Buenos Aires,Carhue,-37.14519444,-62.78552778,21/7/2014,Decreto,1138
Buenos Aires,Carhue,-37.18033333,-62.76119444,21/7/2014,Decreto,1138
Buenos Aires,Carlos Casares,-35.62258333,-61.36535556,23/5/1983,Decreto,1237
Buenos Aires,Carmen de Patagones,-40.80352778,-62.98436111,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.802,-62.98475,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80325,-62.98577778,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80383333,-62.98411111,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80286111,-62.98533333,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80375,-62.98402778,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80325,-62.98577778,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80430556,-62.985,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80247222,-62.98047222,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80325,-62.98577778,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.81108333,-62.96894444,17/10/1960,Decreto,12641
Buenos Aires,Carmen de Patagones,-40.80236111,-62.98391667,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80236111,-62.98419444,12/6/1962,Decreto,5407
Buenos Aires,Carmen de Patagones,-40.80219444,-62.98480556,21/5/1942,Decreto,120411
Buenos Aires,Carmen de Patagones,-40.80122222,-62.9825,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80236111,-62.98391667,21/7/2003,Decreto,401
Buenos Aires,Carmen de Patagones,-40.80125,-62.983,21/7/2003,Decreto,401
Buenos Aires,Casbas,-36.75786111,-62.50333333,21/7/2014,Decreto,1138
Buenos Aires,Chapadmalal,-38.20558333,-57.69222222,24/6/2013,Decreto,784
Buenos Aires,Chascomus,-35.57944444,-58.00863889,9/10/1939,Ley,12622
Buenos Aires,Chascomus,-35.58325,-58.00683333,22/6/1962,Decreto,5674
Buenos Aires,Chascomus,-35.57836111,-58.01377778,21/7/2014,Decreto,1138
Buenos Aires,Chillar,-37.31347222,-59.985,21/7/2014,Decreto,1138
Buenos Aires,Chillar,-37.30816667,-59.99883333,21/7/2014,Decreto,1138
Buenos Aires,Chivilcoy,-34.99541667,-59.78888889,8/3/2010,Decreto,332
Buenos Aires,Chivilcoy,-34.89694444,-60.01891667,8/3/2010,Decreto,332
Buenos Aires,Chivilcoy,-34.89802778,-60.01952778,8/3/2010,Decreto,332
Buenos Aires,Chivilcoy,-34.89694444,-60.01891667,8/3/2010,Decreto,332
Buenos Aires,Chivilcoy,-34.89736111,-60.02052778,8/3/2010,Decreto,332
Buenos Aires,Ciudadela,-34.63091667,-58.54327778,20/8/1996,Decreto,974
Buenos Aires,Cnel. Rosales y Monte Hermoso,-38.99134444,-61.55814444,22/12/2015,Ley,27220
Buenos Aires,Coronel Pringles,-37.98522222,-61.34975,21/7/2014,Decreto,1138
Buenos Aires,Coronel Pringles,-37.97641667,-61.32988889,21/7/2014,Decreto,1138
Buenos Aires,Coronel Pringles,-37.99405556,-61.34472222,21/7/2014,Decreto,1138
Buenos Aires,Delta del Parana,-34.38305556,-58.57680556,8/6/1966,Decreto,4370
Buenos Aires,Dolores,-36.31538889,-57.67561111,9/10/1939,Ley,12621
Buenos Aires,El Dorado,-34.65361111,-61.58461111,21/7/2014,Decreto,1138
Buenos Aires,El Palomar,-34.61761111,-58.58819444,22/7/2014,Decreto,1163
Buenos Aires,El Palomar,-34.62905556,-58.57519444,10/8/2015,Decreto,1616
Buenos Aires,Ensenada,-34.84077778,-57.91836111,22/7/2014,Decreto,1163
Buenos Aires,Ensenada,-34.84580556,-57.92413889,21/5/1942,Decreto,120411
Buenos Aires,Ensenada,-34.84558333,-57.92197222,19/11/2014,Decreto,2183
Buenos Aires,Ensenada,-34.85830556,-57.89758333,19/11/2014,Decreto,2183
Buenos Aires,Ezeiza,-34.80263889,-58.53041667,21/10/2009,Decreto,1536
Buenos Aires,Ezeiza,-34.78486111,-58.52022222,3/11/2015,Decreto,2297
Buenos Aires,Florida,-34.53147222,-58.51316667,5/3/2015,Decreto,379
Buenos Aires,Garre,-36.56119444,-62.60444444,21/7/2014,Decreto,1138
Buenos Aires,General Cerri,-38.71244444,-62.41191667,7/6/1944,Decreto,14119
Buenos Aires,General San Martin,-34.57047222,-58.51116667,21/10/2009,Decreto,1536
Buenos Aires,Glew,-34.89094444,-58.38477778,7/12/1994,Ley,24413
Buenos Aires,Gonnet,-34.88791667,-58.02136111,28/11/2001,Ley,25550
Buenos Aires,Guamini,-37.01260833,-62.41846944,8/8/1983,Decreto,1983
Buenos Aires,Guamini,-37.01086111,-62.42236111,21/7/2014,Decreto,1138
Buenos Aires,Guamini,-37.01858333,-62.41236111,21/7/2014,Decreto,1138
Buenos Aires,Hurlingham,-34.58611111,-58.63463889,11/5/2015,Decreto,797
Buenos Aires,Ingeniero Maschwitz,-34.37833333,-58.74533333,30/11/2000,Ley,25376
Buenos Aires,Isla Martin Garcia,-34.18530556,-58.25252778,31/10/2011,Decreto,1741
Buenos Aires,Isla Martin Garcia,-34.18805556,-58.25408333,31/10/2011,Decreto,1741
Buenos Aires,Isla Martin Garcia,-34.18238889,-58.25047222,31/10/2011,Decreto,1741
Buenos Aires,Isla Martin Garcia,-34.188,-58.25366667,31/10/2011,Decreto,1741
Buenos Aires,Isla Martin Garcia,-34.188,-58.25366667,15/4/1958,Decreto,4718
Buenos Aires,La Matanza,-34.71036111,-58.49894444,21/5/1942,Decreto,120411
Buenos Aires,La Matanza,-34.72605556,-58.52891667,24/10/1997,Decreto,1110
Buenos Aires,La Matanza,-34.85255556,-58.65775,21/5/1942,Decreto,120411
Buenos Aires,La Plata,-34.91130556,-57.94197222,30/12/1987,Resolucion SC,2335
Buenos Aires,La Plata,-34.91863889,-57.95533333,12/11/1993,Decreto,2334
Buenos Aires,La Plata,-34.93922222,-57.96952778,8/7/2004,Decreto,848
Buenos Aires,La Plata,-34.92472222,-57.93308333,2/2/1961,Decreto,932
Buenos Aires,La Plata,-34.92144444,-57.95469444,11/11/1999,Decreto,1308
Buenos Aires,La Plata,-34.91133333,-57.94169444,13/7/2006,Decreto,890
Buenos Aires,La Plata,-34.91138889,-57.942,13/7/2006,Decreto,890
Buenos Aires,La Plata,-34.91133333,-57.94175,31/12/1980,Decreto,2755
Buenos Aires,La Plata,-34.90911111,-57.93522222,24/10/1997,Decreto,1110
Buenos Aires,La Plata,-34.91566667,-57.95575,21/6/2011,Decreto,837
Buenos Aires,La Plata,-34.93294444,-57.93725,12/10/2011,Decreto,1617
Buenos Aires,Laguna Alsina,-36.80755556,-62.24727778,21/7/2014,Decreto,1138
Buenos Aires,Lanus,-34.72991667,-58.39061111,1/10/2008,Decreto,1576
Buenos Aires,Lanus,-34.72991667,-58.39061111,1/10/2008,Decreto,1576
Buenos Aires,Lanus,-34.72991667,-58.39061111,1/10/2008,Decreto,1576
Buenos Aires,Lanus,-34.72991667,-58.39061111,1/10/2008,Decreto,1576
Buenos Aires,Lanus,-34.73163889,-58.39333333,1/10/2008,Decreto,1576
Buenos Aires,Lanus,-34.72991667,-58.39061111,1/10/2008,Decreto,1576
Buenos Aires,Lanus,-34.72991667,-58.39061111,1/10/2008,Decreto,1576
Buenos Aires,Laprida,-37.54402778,-60.80097222,21/7/2014,Decreto,1138
Buenos Aires,Laprida,-37.30816667,-59.99883333,21/7/2014,Decreto,1138
Buenos Aires,Laprida,-37.56313889,-60.83069444,21/7/2014,Decreto,1138
Buenos Aires,Lobos,-35.19044444,-59.09705556,21/12/2001,Ley,25518
Buenos Aires,Lobos,-35.18594444,-59.09747222,10/8/2004,Decreto,1020
Buenos Aires,Lobos,-35.18588889,-59.09825,10/8/2004,Decreto,1020
Buenos Aires,Lobos,-35.18588889,-59.09783333,10/8/2004,Decreto,1020
Buenos Aires,Lobos,-35.18538889,-59.09783333,10/8/2004,Decreto,1020
Buenos Aires,Lomas de Zamora,-34.75813889,-58.40258333,10/8/2004,Decreto,1020
Buenos Aires,Lomas de Zamora,-34.78038889,-58.43672222,1/2/1961,Decreto,877
Buenos Aires,Lomas de Zamora,-34.75788889,-58.40311111,10/8/2004,Decreto,1020
Buenos Aires,Lomas de Zamora,-34.75725,-58.40275,10/8/2004,Decreto,1020
Buenos Aires,Lomas de Zamora,-34.75713889,-58.40366667,13/3/2007,Decreto,216
Buenos Aires,Lomas de Zamora,-34.75747222,-58.40391667,10/8/2004,Decreto,1020
Buenos Aires,Lomas de Zamora,-34.75725,-58.40275,10/8/2004,Decreto,1020
Buenos Aires,Lomas de Zamora,-34.75777778,-58.40355556,13/3/2007,Decreto,216
Buenos Aires,Lomas de Zamora,-34.76105556,-58.40127778,2/10/2008,Decreto,1592
Buenos Aires,Los Pinos,-37.94302778,-58.32488889,21/7/2014,Decreto,1138
Buenos Aires,Los Toldos-General Viamonte,-34.99786111,-61.03763889,1/8/2002,Ley,25631
Buenos Aires,Lujan,-34.5645,-59.12177778,12/3/1998,Decreto,283
Buenos Aires,Lujan,-34.56275,-59.12172222,21/5/1942,Decreto,120411
Buenos Aires,Lujan,-34.56775,-59.11691667,15/5/2007,Decreto,513
Buenos Aires,Lujan,-34.56211111,-59.1215,15/5/2007,Decreto,513
Buenos Aires,Lujan,-34.56275,-59.12172222,21/5/1942,Decreto,120411
Buenos Aires,Lujan,-34.56269444,-59.12175,15/5/2007,Decreto,513
Buenos Aires,Lujan,-34.56163889,-59.12141667,15/5/2007,Decreto,513
Buenos Aires,Lujan,-34.3855,-58.89422222,9/3/1989,Decreto,325
Buenos Aires,Lujan,-34.56775,-59.11691667,4/6/1982,Decreto,1118
Buenos Aires,Lujan - Carlos Keen,-34.48608333,-59.21938889,15/5/2007,Decreto,513
Buenos Aires,Magdalena,-35.0795,-57.51791667,21/6/2011,Decreto,837
Buenos Aires,Mar del Plata,-37.99636111,-57.54427778,30/4/1971,Decreto,793
Buenos Aires,Mar del Plata,-37.98191667,-57.5445,9/3/1989,Decreto,325
Buenos Aires,Mar del Plata,-38.00875,-57.57372222,20/3/1997,Decreto,262
Buenos Aires,Mar del Plata,-38.01772222,-57.52822222,29/4/2015,Decreto,714
Buenos Aires,Mar del Plata,-37.99588889,-57.55288889,21/6/2011,Decreto,837
Buenos Aires,Mar del Plata,-38.00544444,-57.54247222,15/4/1999,Decreto,349
Buenos Aires,Mar del Plata,-37.98191667,-57.5445,16/5/1997,Decreto,437
Buenos Aires,Mar del Plata,-38.08179444,-57.53927778,25/3/2015,Ley,27127
Buenos Aires,Mar del Plata,-38.01316667,-57.53519444,21/6/2011,Decreto,837
Buenos Aires,Mar del Plata,-38.01316667,-57.53519444,9/12/2013,Decreto,2109
Buenos Aires,Martinez - San Isidro,-34.48361111,-58.49,14/6/2007,Decreto,740
Buenos Aires,Mercedes,-34.65133333,-59.43152778,15/4/2010,Decreto,492
Buenos Aires,Miranda,-36.53325,-59.13430556,21/7/2014,Decreto,1138
Buenos Aires,Moreno,-34.65638889,-58.78027778,31/12/1969,Decreto,8505
Buenos Aires,Moreno,-34.62786111,-58.72469444,18/11/1964,Decreto,9292
Buenos Aires,Moron,-34.67597222,-58.63769444,20/5/2015,Decreto,899
Buenos Aires,Moron,-34.67597222,-58.63769444,20/5/2015,Decreto,899
Buenos Aires,Moron,-34.60333056,-58.61157222,21/5/1942,Decreto,120411
Buenos Aires,Moron,-34.59997222,-58.60033333,26/7/1983,Decreto,1868
Buenos Aires,Moron,-34.60333056,-58.61157222,30/1/1946,Decreto,3038
Buenos Aires,Moron,-34.60161111,-58.59858333,21/5/1942,Decreto,120411
Buenos Aires,Munro,-34.528,-58.51597222,20/9/2010,Ley,26634
Buenos Aires,Navarro,-35.00481667,-59.27434444,3/9/2003,Decreto,709
Buenos Aires,Olivos,-34.51494444,-58.48288889,15/11/2013,Decreto,1842
Buenos Aires,Pellegrini,-36.26777778,-63.1645,21/7/2014,Decreto,1138
Buenos Aires,Pergamino,-33.93719444,-60.56716667,22/9/1967,Decreto,6975
Buenos Aires,Pilar,-33.94588889,-60.56247222,7/12/1994,Ley,24412
Buenos Aires,Pilar,-34.45875,-58.91388889,21/5/1942,Decreto,120411
Buenos Aires,Puan,-37.5485,-62.77475,4/11/1968,Decreto,6930
Buenos Aires,Punta Lara,-34.81530556,-57.9755,20/10/2015,Decreto,2216
Buenos Aires,Quilmes,-34.71013889,-58.223,22/7/2014,Decreto,1163
Buenos Aires,Quilmes,-34.72061111,-58.25427778,21/12/1970,Decreto,2884
Buenos Aires,Quilmes,-34.72061111,-58.25427778,21/5/1942,Decreto,120411
Buenos Aires,Rauch,-36.77519444,-59.08669444,21/7/2014,Decreto,1138
Buenos Aires,Roque Perez,-35.40333333,-59.32402778,1/7/1998,Ley,25004
Buenos Aires,Saavedra,-37.79905556,-62.39238889,10/12/1945,Decreto,30825
Buenos Aires,Saavedra,-37.7045,-62.20483333,1/3/1951,Decreto,4314
Buenos Aires,Saldungaray,-38.20527778,-61.76963889,21/7/2014,Decreto,1138
Buenos Aires,Saldungaray,-38.18530556,-61.77486111,21/7/2014,Decreto,1138
Buenos Aires,Saldungaray,-38.20161111,-61.75858333,21/7/2014,Decreto,1138
Buenos Aires,Salliquelo,-36.75394444,-62.95097222,21/7/2014,Decreto,1138
Buenos Aires,Salto,-34.30038889,-60.28102778,10/8/1981,Decreto,960
Buenos Aires,San Agustin,-38.01105556,-58.35541667,21/7/2014,Decreto,1138
Buenos Aires,San Andres,-34.56616667,-58.5445,20/5/1998,Ley,24965
Buenos Aires,San Antonio de Areco,-34.24294444,-59.47419444,10/11/1999,Decreto,1305
Buenos Aires,San Antonio de Areco,-34.24961111,-59.40052778,10/11/1999,Decreto,1305
Buenos Aires,San Antonio de Areco,-34.24033333,-59.47775,10/11/1999,Decreto,1305
Buenos Aires,San Antonio de Areco,-34.23763889,-59.48163889,10/11/1999,Decreto,1305
Buenos Aires,San Antonio de Areco,-34.25627778,-59.48116667,10/11/1999,Decreto,1305
Buenos Aires,San Antonio de Areco,-34.26377778,-59.45777778,12/2/2014,Decreto,186
Buenos Aires,San Antonio de Areco,-34.24447222,-59.4735,10/11/1999,Decreto,1305
Buenos Aires,San Fernando,-34.45730556,-58.55163889,13/2/1973,Decreto,1220
Buenos Aires,San Fernando,-34.44063889,-58.55813889,21/7/1983,Decreto,1840
Buenos Aires,San Fernando,-34.43658333,-58.55902778,12/11/1970,Decreto,2284
Buenos Aires,San Isidro,-34.47025,-58.50338889,4/7/1946,Decreto,2232
Buenos Aires,San Isidro,-34.47011111,-58.50330556,28/10/1941,Decreto,104180
Buenos Aires,San Isidro,-34.46716667,-58.50936111,10/10/1963,Decreto,9226
Buenos Aires,San Isidro,-34.46730556,-58.50666667,10/10/1963,Decreto,9226
Buenos Aires,San Isidro,-34.46611111,-58.5095,10/10/1963,Decreto,9226
Buenos Aires,San Isidro,-34.46755556,-58.507,2/10/2007,Decreto,1284
Buenos Aires,San Isidro,-34.46722222,-58.50711111,2/10/2007,Decreto,1284
Buenos Aires,San Isidro,-34.45808333,-58.51844444,16/5/1997,Decreto,437
Buenos Aires,San Isidro,-34.4505,-58.51663889,20/8/1943,Decreto,6115
Buenos Aires,San Martin,-34.56208333,-58.57258333,13/10/1972,Decreto,7105
Buenos Aires,San Martin,-34.56205556,-58.57272222,21/5/1942,Decreto,120411
Buenos Aires,San Martin,-34.56208333,-58.57258333,22/9/1972,Decreto,6502
Buenos Aires,San Miguel del Monte,-35.44477778,-58.80166667,5/4/1968,Decreto,1790
Buenos Aires,San Miguel del Monte,-35.44163889,-58.80361111,12/9/1969,Decreto,5238
Buenos Aires,San Nicolas,-33.33005556,-60.2165,7/6/1957,Decreto,6080
Buenos Aires,San Nicolas,-33.327,-60.21911111,7/1/1975,Decreto,29
Buenos Aires,San Nicolas,-33.32833333,-60.21275,28/10/1949,Decreto,27286
Buenos Aires,San Nicolas,-33.33425,-60.22008333,21/6/2011,Decreto,837
Buenos Aires,San Pedro,-33.59255556,-59.80758333,21/5/1942,Decreto,120411
Buenos Aires,San Vicente,-35.02030556,-58.43661111,28/11/2002,Ley,25712
Buenos Aires,Sarandi,-34.68105556,-58.35794444,23/4/2007,Decreto,393
Buenos Aires,Tandil,-37.32952778,-59.13613889,27/11/2000,Ley,25357
Buenos Aires,Tapalque,-36.53391667,-60.07027778,10/12/1945,Decreto,30825
Buenos Aires,Tigre,-34.42455556,-58.58861111,4/9/1979,Decreto,2187
Buenos Aires,Tigre,-34.42258333,-58.58861111,4/9/1979,Decreto,2187
Buenos Aires,Tigre,-34.42583333,-58.59088889,4/9/1979,Decreto,2187
Buenos Aires,Tigre,-34.46186111,-58.6235,7/5/1982,Decreto,912
Buenos Aires,Tigre,-34.41405556,-58.57972222,22/7/2014,Decreto,1163
Buenos Aires,Tigre,-34.41663889,-58.59011111,4/8/1980,Decreto,1570
Buenos Aires,Tigre,-34.42333333,-58.56297222,2/10/2014,Decreto,1762
Buenos Aires,Tigre,-34.41286111,-58.58638889,4/9/1979,Decreto,2187
Buenos Aires,Tigre,-34.40916667,-58.59094444,4/9/1979,Decreto,2187
Buenos Aires,Tornquist,-38.21952778,-62.41211111,5/4/1968,Decreto,1792
Buenos Aires,Tornquist,-38.10055556,-62.22283333,21/7/2014,Decreto,1138
Buenos Aires,Tornquist,-38.09019444,-62.21877778,21/7/2014,Decreto,1138
Buenos Aires,Tornquist,-38.18922222,-62.40663889,4/8/1980,Decreto,1571
Buenos Aires,Trenque Lauquen,-35.97366667,-62.73341667,10/4/1958,Decreto,4452
Buenos Aires,Tres Lomas,-36.45913889,-62.86258333,21/7/2014,Decreto,1138
Buenos Aires,Tres Lomas,-36.4505,-62.85177778,21/7/2014,Decreto,1138
Buenos Aires,Vedia,-34.49788889,-61.54238889,21/7/2014,Decreto,1138
Buenos Aires,Vedia,-34.49894444,-61.55902778,21/7/2014,Decreto,1138
Buenos Aires,Villa Gesell,-37.25202778,-56.96255556,24/6/2013,Decreto,784
Buenos Aires,Villarino,-39.52563889,-62.66188889,13/10/1943,Decreto,11146
Buenos Aires,Wilde,-34.69761111,-58.31011111,15/11/2013,Decreto,1843
Buenos Aires,Zarate,-34.09752778,-59.02216667,21/6/2011,Decreto,837
Buenos Aires,Zarate,-34.10313889,-59.00275,16/4/2008,Decreto,653
Buenos Aires,San Martin,-40.77538889,-62.27388889,15/11/2010,Ley,26650
Buenos Aires,San Martin,-38.99075,-61.25997222,15/11/2010,Ley,26650
Buenos Aires,San Martin,-38.09169444,-57.54491667,15/11/2010,Ley,26650
Buenos Aires,San Martin,-37.46444444,-57.11416667,15/11/2010,Ley,26650
Buenos Aires,San Martin,-36.88294444,-56.67497222,15/11/2010,Ley,26650
Buenos Aires,San Martin,-36.30661111,-56.77322222,15/11/2010,Ley,26650
Buenos Aires,Almirante Brown,-34.79811111,-58.38519444,26/8/2016,Ley,27268
Buenos Aires,Tandil,-37.32875,-59.13880556,18/11/2016,Ley,27298
Buenos Aires,Boulogne Sur Mer,-34.50302778,-58.55330556,2/12/2016,Ley,27313
Buenos Aires,Lujan,-34.56419444,-59.12047222,22/8/1985,Decreto,325
Buenos Aires,San Andres de Giles,-34.42333333,-59.44788889,11/8/2017,Decreto,633
Buenos Aires,Pergamino,-33.93536111,-60.56108333,11/8/2017,Decreto,636
Buenos Aires,Pergamino,-33.93536111,-60.56108333,11/8/2017,Decreto,636
Buenos Aires,Necochea,-38.552,-58.72561111,9/8/2017,Decreto,620
Buenos Aires,La Plata,-34.91458333,-57.94711111,20/12/2017,Decreto,1055
Buenos Aires,La Plata,-34.91419444,-57.94658333,20/12/2017,Decreto,1055
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.66130556,-58.50172222,3/5/1979,Decreto,1021
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.59580556,-58.37711111,18/4/2001,Ley,25427
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.5875,-58.39338889,31/1/1946,Decreto,3039
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.61152778,-58.36772222,17/9/2009,Decreto,1309
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.63408333,-58.402,23/7/1943,Decreto,3369
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.5875,-58.39338889,31/1/1946,Decreto,3039
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.61002778,-58.37227778,24/10/1997,Decreto,1110
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.5875,-58.39338889,31/1/1946,Decreto,3039
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.5875,-58.39338889,7/6/1979,Decreto,1327
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.605,-58.37266667,9/12/2005,Decreto,1563
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.60686111,-58.3745,9/12/2005,Decreto,1563
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.62688889,-58.37075,16/5/1997,Decreto,437
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.60533333,-58.37386111,9/12/2005,Decreto,1563
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.5875,-58.39338889,31/1/1946,Decreto,3039
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.59366667,-58.36852778,15/4/1999,Decreto,339
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.58925,-58.45925,21/4/2010,Decreto,525
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.58925,-58.45925,2/10/2007,Decreto,1289
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.53819444,-58.46388889,8/7/2004,Decreto,848
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.60427778,-58.37186111,9/12/2005,Decreto,1563
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.60016667,-58.39494444,21/4/2010,Decreto,526
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.56261111,-58.40225,11/6/2001,Decreto,766
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.59038889,-58.37455556,20/3/1997,Decreto,262
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.5875,-58.39338889,10/12/1945,Decreto,30837
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.61158333,-58.39125,22/9/1999,Ley,25176
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.60641667,-58.38577778,22/7/2014,Decreto,1163
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.56283333,-58.45316667,13/8/2015,Decreto,1673
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.60891667,-58.38,16/5/1997,Decreto,437
Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,-34.60733333,-58.37144444,19/6/2002,Decreto,1055
